ta	249
ōs	75
ti	65
an	61
akw	58
lāwi	55
juw	38
tuw	38
ērt	36
n	33
am	30
xum	27
ōjka	26
kēr	25
l	24
minasət	23
nōŋx	20
minas	19
ja	18
nupəl	18
taw	17
ul	17
sāt	17
sāli	16
tuwəl	16
minasiɣ	15
at	15
naŋ	14
joxtəs	14
ūj	13
anum	13
māt	12
wōrn	11
lāwēɣt	11
jol	11
kon	11
āŋkwal	11
mis	11
tōrew	10
a	10
ōli	10
palt	10
kos	10
oxs	10
jun	9
e	9
joxtəsət	9
tān	9
manər	9
tiɣ	9
i	9
mēŋkw	9
xumiɣ	8
āt	8
sōrup	8
ūl	8
patəs	8
man	8
kan	8
luw	8
jurɕxaten	7
jēmtəs	7
ēri	7
tot	7
āwi	7
xul	7
kit	7
pāl	7
pal	7
mēŋkwət	7
sāŋkwəlti	7
xāŋxtuwes	7
nēn	7
nāŋk	7
mir	7
āɕ	7
jaɣāɣite	6
jurɕxatēɣum	6
jōmiɣti	6
tūlmax	6
sunsēɣt	6
manurəl	6
tax	6
pōɕka	6
jāŋk	6
sipɣi	6
sipɣəs	6
pēlxatas	6
wos	6
alasiɣ	6
susne	6
ōn	5
xūlsət	5
āŋkwatas	5
xuma	5
mat	5
janiɣ	5
saka	5
xosit	5
tara	5
tox	5
ɕos	5
raɣatas	5
jaltəs	5
ɕāj	5
ke	5
apa	5
mus	5
apɕite	4
sar	4
sunsi	4
sōwər	4
tēxam	4
tawen	4
jurɕxatas	4
jot	4
xolit	4
oxsar	4
tiɣl	4
minēw	4
manriɣ	4
pis	4
kolas	4
ɕaltsət	4
ūjane	4
xot	4
xulax	4
sār	4
ɕar	4
puŋk	4
pēlwes	4
as	4
powartawes	4
kinsēɣt	4
minēɣt	4
nas	4
puŋna	4
āni	4
alastēn	4
pāwlēn	4
tēn	4
sujti	4
mān	4
nēɣlapas	4
sāŋkwəltan	4
ōlēɣ	3
aleln	3
alelen	3
nānann	3
mānawn	3
kwālsət	3
taj	3
raɕ	3
ōlēɣt	3
jalen	3
pussən	3
kol	3
kwālapas	3
sōl	3
pān	3
lowtxati	3
ax	3
moɕ	3
xujen	3
āŋkwaln	3
jēmtsət	3
xōt	3
totwes	3
xottal	3
ōŋx	3
pāsi	3
patsət	3
təl	3
mini	3
pattate	3
t	3
anumn	3
sipɣuŋkwe	3
ŋōŋx	3
ēw	3
iɕwēr	3
sup	3
ūnttuwes	3
sime	3
ɕarɣi	3
pāltwes	3
wōr	3
ila	3
sul	3
mēn	3
xosa	3
takiɕ	3
totawēɣ	3
ūnli	3
matər	3
xujēn	3
āɣikwe	3
xōtal	3
wārēɣt	3
ūnlēɣt	3
wōwawe	3
pupīɣ	3
jōŋxi	3
oln	3
ōtər	3
tup	3
lawēɣ	3
saxite	3
pati	3
alam	3
siraj	3
xōtəl	3
jalēɣum	2
naŋənn	2
lakwsite	2
xolitaniɣ	2
nupəlanəl	2
jalēw	2
tōwli	2
lakwsalijanəl	2
sōrp	2
potəlma	2
utane	2
ampar	2
kanna	2
lap	2
eɣe	2
tsət	2
jomas	2
īsnasnəl	2
mol	2
lāɕ	2
lāɕal	2
ūli	2
ēriɣ	2
tittn	2
xomi	2
sūpən	2
poriɣmēɣum	2
ērɣi	2
titt	2
manumtawes	2
pol	2
iɣ	2
totaste	2
puŋke	2
kuɕn	2
ēɕ	2
kīwərn	2
pinwes	2
nal	2
witn	2
tārtawes	2
ōlum	2
im	2
totime	2
ate	2
kojanəl	2
pēnɣi	2
towa	2
pasatsanəl	2
pāɣ	2
purēɣt	2
wārijanəl	2
ēla	2
sulinti	2
lēwmatsanəl	2
māte	2
lēwmatas	2
turen	2
takwi	2
tur	2
raɣatəs	2
ōxsar	2
ūjum	2
xotum	2
minen	2
sipɣasi	2
xapɣa	2
ɕeltumtaxti	2
kāt	2
kērsol	2
samaɣe	2
pālen	2
mōt	2
sāwna	2
ɕurɣawe	2
ɕārɣi	2
ɕun	2
os	2
soma	2
oxsum	2
pāwlum	2
xotal	2
maj	2
tit	2
lakw	2
en	2
tēlum	2
ūr	2
sir	2
xujne	2
lāɣəl	2
malaɕlaxti	2
nēnan	2
kinsi	2
xūlilum	2
ārɣum	2
towmelēn	2
wōŋxup	2
wil	2
xūntlēɣ	2
jola	2
ūntəlmatəs	2
āŋkwe	2
nōn	2
xujēɣət	2
